cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Employment Status","Civilian labor force",350407,"(+/- 6061 )",353791,"(+/- 6256 )",386001,"(+/- 5496 )",394624,"(+/- 5899 )",424399,"(+/- 6708 )",359830,"(+/- 6031 )",390050,"(+/- 9648 )",359552,"(+/- 5848 )",396157,"(+/- 7139 )"
Workers,"Employment Status","Unemployment Rate",5.4,"(+/- 0.7 )",3.6,"(+/- 0.5 )",3.5,"(+/- 0.4 )",3.3,"(+/- 0.5 )",3.5,"(+/- 0.6 )",3.9,"(+/- 0.6 )",6.3,"(+/- 0.8 )",4.8,"(+/- 0.6 )",3.3,"(+/- 0.4 )"
Workers,"Commuting to Work","Workers 16 years and over",326187,"(+/- 6100 )",336737,"(+/- 6020 )",367493,"(+/- 5723 )",375073,"(+/- 6212 )",404165,"(+/- 6774 )",341609,"(+/- 6063 )",360925,"(+/- 9978 )",336783,"(+/- 5601 )",378498,"(+/- 7065 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",279745,"(+/- 6936 )",265348,"(+/- 7064 )",296621,"(+/- 6219 )",304934,"(+/- 6639 )",325855,"(+/- 7077 )",283268,"(+/- 6596 )",289506,"(+/- 8554 )",280883,"(+/- 6424 )",308551,"(+/- 7778 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",20768,"(+/- 2382 )",39153,"(+/- 3921 )",39499,"(+/- 3339 )",31084,"(+/- 3679 )",35420,"(+/- 3932 )",33637,"(+/- 3368 )",41103,"(+/- 4080 )",30303,"(+/- 3255 )",35597,"(+/- 4210 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",6897,"(+/- 1411 )",2864,"(+/- 959 )",2832,"(+/- 1259 )",3163,"(+/- 1092 )",1463,"(+/- 815 )",1603,"(+/- 1009 )",5512,"(+/- 1625 )",2055,"(+/- 727 )",3239,"(+/- 1024 )"
Workers,"Commuting to Work",Walked,3198,"(+/- 941 )",8940,"(+/- 1354 )",7107,"(+/- 1286 )",12402,"(+/- 2140 )",7071,"(+/- 1590 )",8281,"(+/- 1923 )",8000,"(+/- 1989 )",7675,"(+/- 1562 )",10410,"(+/- 1925 )"
Workers,"Commuting to Work","Other means",4527,"(+/- 1581 )",7530,"(+/- 1431 )",5381,"(+/- 972 )",5860,"(+/- 1540 )",3512,"(+/- 862 )",4127,"(+/- 983 )",4462,"(+/- 1171 )",5332,"(+/- 1175 )",3683,"(+/- 869 )"
Workers,"Commuting to Work","Worked from home",11052,"(+/- 1832 )",12902,"(+/- 1555 )",16053,"(+/- 2098 )",17630,"(+/- 2461 )",30844,"(+/- 3209 )",10693,"(+/- 1774 )",12342,"(+/- 2111 )",10535,"(+/- 1649 )",17018,"(+/- 1915 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",29.5,"(+/- 0.8 )",22.1,"(+/- 0.6 )",21.7,"(+/- 0.6 )",21.9,"(+/- 0.5 )",25.7,"(+/- 0.7 )",25.1,"(+/- 0.7 )",24.0,"(+/- 0.7 )",22.5,"(+/- 0.6 )",25.2,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",331606,"(+/- 5976 )",341040,"(+/- 5988 )",372618,"(+/- 5709 )",381449,"(+/- 6315 )",409413,"(+/- 6747 )",345948,"(+/- 6214 )",365524,"(+/- 9774 )",342185,"(+/- 5637 )",382944,"(+/- 7397 )"
Workers,Occupation,"Management, business, science, and arts occupations",106015,"(+/- 4949 )",107075,"(+/- 5290 )",124869,"(+/- 4895 )",126011,"(+/- 5657 )",204199,"(+/- 6399 )",117691,"(+/- 4169 )",119977,"(+/- 7072 )",106946,"(+/- 5269 )",135836,"(+/- 6009 )"
Workers,Occupation,"Service occupations",60278,"(+/- 3846 )",57272,"(+/- 4503 )",53616,"(+/- 3430 )",64075,"(+/- 4398 )",55952,"(+/- 4044 )",57752,"(+/- 4525 )",64233,"(+/- 4950 )",63646,"(+/- 4439 )",62629,"(+/- 5411 )"
Workers,Occupation,"Sales and office occupations",69468,"(+/- 4866 )",68759,"(+/- 3548 )",71240,"(+/- 3441 )",74870,"(+/- 4961 )",79755,"(+/- 5149 )",66528,"(+/- 4275 )",79057,"(+/- 5584 )",65317,"(+/- 4072 )",81453,"(+/- 4590 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",37471,"(+/- 3178 )",29655,"(+/- 2770 )",33986,"(+/- 3120 )",34557,"(+/- 2854 )",21093,"(+/- 2476 )",34441,"(+/- 2445 )",30964,"(+/- 3484 )",34192,"(+/- 3174 )",35587,"(+/- 3252 )"
Workers,Occupation,"Production, transportation, and material moving occupations",58374,"(+/- 3810 )",78279,"(+/- 4764 )",88907,"(+/- 4691 )",81936,"(+/- 4899 )",48414,"(+/- 4090 )",69536,"(+/- 4458 )",71293,"(+/- 6054 )",72084,"(+/- 3885 )",67439,"(+/- 4680 )"
Workers,Industry,"Civilian employed population 16 years and over",331606,"(+/- 5976 )",341040,"(+/- 5988 )",372618,"(+/- 5709 )",381449,"(+/- 6315 )",409413,"(+/- 6747 )",345948,"(+/- 6214 )",365524,"(+/- 9774 )",342185,"(+/- 5637 )",382944,"(+/- 7397 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",940,"(+/- 347 )",4837,"(+/- 1110 )",5777,"(+/- 1499 )",7031,"(+/- 1271 )",2585,"(+/- 1020 )",5566,"(+/- 1275 )",547,"(+/- 303 )",9887,"(+/- 1811 )",3909,"(+/- 973 )"
Workers,Industry,Construction,26447,"(+/- 2850 )",19558,"(+/- 2310 )",23266,"(+/- 2720 )",19965,"(+/- 2297 )",16033,"(+/- 2451 )",23681,"(+/- 2180 )",24438,"(+/- 3081 )",22792,"(+/- 2645 )",25589,"(+/- 3281 )"
Workers,Industry,Manufacturing,48455,"(+/- 3255 )",88992,"(+/- 4313 )",98732,"(+/- 4773 )",75984,"(+/- 4028 )",52565,"(+/- 4320 )",71715,"(+/- 4156 )",40211,"(+/- 3544 )",67819,"(+/- 3777 )",60487,"(+/- 4308 )"
Workers,Industry,"Wholesale trade",7684,"(+/- 1599 )",8882,"(+/- 1751 )",8585,"(+/- 1688 )",9843,"(+/- 1552 )",14052,"(+/- 2675 )",6922,"(+/- 1257 )",8977,"(+/- 1852 )",8517,"(+/- 1558 )",8920,"(+/- 1481 )"
Workers,Industry,"Retail trade",38299,"(+/- 3855 )",35024,"(+/- 3118 )",38803,"(+/- 2826 )",37701,"(+/- 3449 )",38949,"(+/- 3729 )",36849,"(+/- 2883 )",47095,"(+/- 5790 )",36112,"(+/- 2844 )",46084,"(+/- 3693 )"
Workers,Industry,"Transportation and warehousing, and utilities",24438,"(+/- 2670 )",11443,"(+/- 1510 )",17014,"(+/- 2073 )",24226,"(+/- 2665 )",19368,"(+/- 3080 )",18232,"(+/- 2202 )",35320,"(+/- 4716 )",18708,"(+/- 1906 )",21907,"(+/- 2289 )"
Workers,Industry,Information,4563,"(+/- 1397 )",4542,"(+/- 1037 )",4099,"(+/- 1159 )",3827,"(+/- 1086 )",7352,"(+/- 1583 )",4776,"(+/- 1193 )",4718,"(+/- 1229 )",4358,"(+/- 1034 )",5313,"(+/- 1338 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",15234,"(+/- 2011 )",15918,"(+/- 2194 )",20937,"(+/- 2407 )",16212,"(+/- 2577 )",33859,"(+/- 3526 )",15786,"(+/- 2079 )",18965,"(+/- 3068 )",13474,"(+/- 2003 )",22512,"(+/- 2587 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",29266,"(+/- 2741 )",18698,"(+/- 1966 )",22310,"(+/- 2071 )",31270,"(+/- 3806 )",54032,"(+/- 4601 )",24088,"(+/- 2579 )",43729,"(+/- 3338 )",19737,"(+/- 2170 )",27621,"(+/- 3320 )"
Workers,Industry,"Educational services, and health care and social assistance",76193,"(+/- 4389 )",82716,"(+/- 4261 )",78082,"(+/- 4216 )",92042,"(+/- 4973 )",101415,"(+/- 5572 )",78766,"(+/- 4181 )",75039,"(+/- 6361 )",80599,"(+/- 4318 )",91751,"(+/- 5893 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",33529,"(+/- 3506 )",25113,"(+/- 3147 )",28823,"(+/- 2461 )",32760,"(+/- 3941 )",33300,"(+/- 3348 )",30930,"(+/- 3429 )",36966,"(+/- 4480 )",31899,"(+/- 3564 )",35784,"(+/- 3649 )"
Workers,Industry,"Other services, except public administration",15765,"(+/- 2330 )",15139,"(+/- 1972 )",16503,"(+/- 2189 )",18225,"(+/- 2264 )",19664,"(+/- 2635 )",15671,"(+/- 1990 )",16810,"(+/- 2124 )",14056,"(+/- 1730 )",16281,"(+/- 2373 )"
Workers,Industry,"Public administration",10793,"(+/- 1600 )",10178,"(+/- 1842 )",9687,"(+/- 1453 )",12363,"(+/- 2001 )",16239,"(+/- 2219 )",12966,"(+/- 2410 )",12709,"(+/- 2003 )",14227,"(+/- 1794 )",16786,"(+/- 2374 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",331606,"(+/- 5976 )",341040,"(+/- 5988 )",372618,"(+/- 5709 )",381449,"(+/- 6315 )",409413,"(+/- 6747 )",345948,"(+/- 6214 )",365524,"(+/- 9774 )",342185,"(+/- 5637 )",382944,"(+/- 7397 )"
Workers,"Class of Worker","Private wage and salary workers",283522,"(+/- 6066 )",294957,"(+/- 5898 )",320792,"(+/- 5817 )",308677,"(+/- 6555 )",346273,"(+/- 7096 )",288246,"(+/- 5768 )",312709,"(+/- 10071 )",288520,"(+/- 5499 )",311161,"(+/- 7425 )"
Workers,"Class of Worker","Government workers",34614,"(+/- 3312 )",32671,"(+/- 3681 )",33571,"(+/- 3078 )",53606,"(+/- 4127 )",44858,"(+/- 3906 )",41640,"(+/- 3448 )",34242,"(+/- 3219 )",39024,"(+/- 3060 )",52467,"(+/- 4295 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",13191,"(+/- 2114 )",13003,"(+/- 1833 )",17519,"(+/- 2001 )",18276,"(+/- 2467 )",17144,"(+/- 1932 )",14918,"(+/- 1842 )",17666,"(+/- 3047 )",13501,"(+/- 1595 )",18532,"(+/- 2067 )"
Workers,"Class of Worker","Unpaid family workers",279,"(+/- 222 )",409,"(+/- 256 )",736,"(+/- 459 )",890,"(+/- 487 )",1138,"(+/- 621 )",1144,"(+/- 645 )",907,"(+/- 728 )",1140,"(+/- 611 )",784,"(+/- 418 )"
Housing,"Housing Occupancy","Total housing units",311836,"(+/- 1610 )",310599,"(+/- 1979 )",327347,"(+/- 1375 )",324018,"(+/- 2147 )",338362,"(+/- 3891 )",318656,"(+/- 1693 )",338317,"(+/- 3583 )",323834,"(+/- 1958 )",328146,"(+/- 2450 )"
Housing,"Housing Occupancy","Occupied housing units",279194,"(+/- 3719 )",268256,"(+/- 3559 )",291660,"(+/- 3095 )",294928,"(+/- 3592 )",313075,"(+/- 4192 )",280444,"(+/- 4173 )",296794,"(+/- 4219 )",286330,"(+/- 3770 )",287084,"(+/- 4571 )"
Housing,"Housing Occupancy","Vacant housing units",32642,"(+/- 3146 )",42343,"(+/- 3489 )",35687,"(+/- 3211 )",29090,"(+/- 3265 )",25287,"(+/- 2896 )",38212,"(+/- 3803 )",41523,"(+/- 3398 )",37504,"(+/- 3210 )",41062,"(+/- 4377 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.6,"(+/- 0.4 )",1.3,"(+/- 0.5 )",1.2,"(+/- 0.4 )",1.4,"(+/- 0.5 )",1.4,"(+/- 0.6 )",1.8,"(+/- 0.5 )",1.0,"(+/- 0.4 )",1.3,"(+/- 0.5 )",1.6,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.9,"(+/- 1.5 )",11.5,"(+/- 2.1 )",5.7,"(+/- 1.5 )",4.9,"(+/- 1.4 )",7.5,"(+/- 2.0 )",7.8,"(+/- 2.1 )",5.4,"(+/- 1.1 )",6.5,"(+/- 1.7 )",9.1,"(+/- 2.2 )"
Housing,"Housing Tenure","Occupied housing units",279194,"(+/- 3719 )",268256,"(+/- 3559 )",291660,"(+/- 3095 )",294928,"(+/- 3592 )",313075,"(+/- 4192 )",280444,"(+/- 4173 )",296794,"(+/- 4219 )",286330,"(+/- 3770 )",287084,"(+/- 4571 )"
Housing,"Housing Tenure",Owner-occupied,196702,"(+/- 4282 )",194564,"(+/- 3394 )",213949,"(+/- 3884 )",203391,"(+/- 4460 )",223846,"(+/- 4438 )",201886,"(+/- 4290 )",152025,"(+/- 4787 )",203647,"(+/- 4231 )",210473,"(+/- 4669 )"
Housing,"Housing Tenure",Renter-occupied,82492,"(+/- 3953 )",73692,"(+/- 3934 )",77711,"(+/- 3539 )",91537,"(+/- 3997 )",89229,"(+/- 4303 )",78558,"(+/- 4071 )",144769,"(+/- 5465 )",82683,"(+/- 3713 )",76611,"(+/- 3882 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.62,"(+/- 0.05 )",2.68,"(+/- 0.05 )",2.66,"(+/- 0.04 )",2.58,"(+/- 0.05 )",2.63,"(+/- 0.04 )",2.57,"(+/- 0.04 )",2.85,"(+/- 0.07 )",2.49,"(+/- 0.04 )",2.67,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.27,"(+/- 0.08 )",2.39,"(+/- 0.09 )",2.19,"(+/- 0.07 )",2.30,"(+/- 0.07 )",2.09,"(+/- 0.08 )",2.28,"(+/- 0.08 )",2.27,"(+/- 0.08 )",2.19,"(+/- 0.07 )",2.33,"(+/- 0.09 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",279194,"(+/- 3719 )",268256,"(+/- 3559 )",291660,"(+/- 3095 )",294928,"(+/- 3592 )",313075,"(+/- 4192 )",280444,"(+/- 4173 )",296794,"(+/- 4219 )",286330,"(+/- 3770 )",287084,"(+/- 4571 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",73163,"(+/- 4404 )",63102,"(+/- 3402 )",78264,"(+/- 3399 )",86563,"(+/- 4459 )",90633,"(+/- 4896 )",70207,"(+/- 3517 )",113048,"(+/- 5415 )",72591,"(+/- 3862 )",77258,"(+/- 3900 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",30887,"(+/- 2817 )",31288,"(+/- 2734 )",38718,"(+/- 2372 )",39414,"(+/- 3555 )",46208,"(+/- 3834 )",35319,"(+/- 3025 )",39914,"(+/- 4266 )",29975,"(+/- 2633 )",33787,"(+/- 2701 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",37992,"(+/- 3160 )",44774,"(+/- 2833 )",44831,"(+/- 2880 )",46916,"(+/- 3261 )",53457,"(+/- 3532 )",41549,"(+/- 2850 )",42771,"(+/- 3366 )",45935,"(+/- 3151 )",43716,"(+/- 3115 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",59594,"(+/- 3485 )",53782,"(+/- 2982 )",56670,"(+/- 3354 )",53590,"(+/- 3699 )",62093,"(+/- 4388 )",53862,"(+/- 3070 )",46448,"(+/- 3887 )",57679,"(+/- 3752 )",58803,"(+/- 3594 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",35812,"(+/- 2735 )",34865,"(+/- 2452 )",36191,"(+/- 2063 )",34400,"(+/- 2602 )",31644,"(+/- 2680 )",35971,"(+/- 2820 )",26631,"(+/- 2372 )",36356,"(+/- 2622 )",38497,"(+/- 2810 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",41746,"(+/- 2696 )",40445,"(+/- 2256 )",36986,"(+/- 2533 )",34045,"(+/- 2221 )",29040,"(+/- 2054 )",43536,"(+/- 2598 )",27982,"(+/- 2611 )",43794,"(+/- 2849 )",35023,"(+/- 2363 )"
Housing,Value,"Owner-occupied units",196702,"(+/- 4282 )",194564,"(+/- 3394 )",213949,"(+/- 3884 )",203391,"(+/- 4460 )",223846,"(+/- 4438 )",201886,"(+/- 4290 )",152025,"(+/- 4787 )",203647,"(+/- 4231 )",210473,"(+/- 4669 )"
Housing,Value,"Less than $50,000",13574,"(+/- 2051 )",14202,"(+/- 1750 )",16545,"(+/- 1688 )",12447,"(+/- 1601 )",12937,"(+/- 1743 )",17575,"(+/- 2031 )",11601,"(+/- 1752 )",21958,"(+/- 2009 )",12054,"(+/- 1782 )"
Housing,Value,"$50,000 to $99,999",29570,"(+/- 2606 )",44927,"(+/- 2713 )",45630,"(+/- 2625 )",38141,"(+/- 2843 )",24045,"(+/- 2095 )",45733,"(+/- 3067 )",33894,"(+/- 2652 )",52708,"(+/- 3391 )",29970,"(+/- 2675 )"
Housing,Value,"$100,000 to $149,999",34937,"(+/- 3083 )",45111,"(+/- 2624 )",49781,"(+/- 3239 )",46033,"(+/- 3140 )",26111,"(+/- 2301 )",43668,"(+/- 2961 )",40706,"(+/- 2984 )",42198,"(+/- 2737 )",45797,"(+/- 3505 )"
Housing,Value,"$150,000 to $199,999",40542,"(+/- 3277 )",37230,"(+/- 2251 )",37608,"(+/- 2911 )",39802,"(+/- 2871 )",37869,"(+/- 3135 )",38459,"(+/- 2737 )",32185,"(+/- 2800 )",33218,"(+/- 2636 )",43624,"(+/- 3082 )"
Housing,Value,"$200,000 to $299,999",45229,"(+/- 3266 )",32102,"(+/- 2380 )",34018,"(+/- 2368 )",43045,"(+/- 2965 )",50969,"(+/- 3910 )",33976,"(+/- 2454 )",22315,"(+/- 2546 )",31386,"(+/- 2669 )",44474,"(+/- 3143 )"
Housing,Value,"$300,000 to $499,999",25922,"(+/- 1807 )",15042,"(+/- 1946 )",22035,"(+/- 2111 )",19462,"(+/- 1929 )",47776,"(+/- 3313 )",16779,"(+/- 1847 )",7945,"(+/- 1337 )",16858,"(+/- 1781 )",27675,"(+/- 2257 )"
Housing,Value,"$500,000 to $999,999",5963,"(+/- 1260 )",4718,"(+/- 865 )",7278,"(+/- 1228 )",3633,"(+/- 889 )",21177,"(+/- 2363 )",4739,"(+/- 1036 )",2385,"(+/- 613 )",3935,"(+/- 1003 )",5975,"(+/- 1247 )"
Housing,Value,"$1,000,000 or more",965,"(+/- 405 )",1232,"(+/- 502 )",1054,"(+/- 437 )",828,"(+/- 354 )",2962,"(+/- 917 )",957,"(+/- 402 )",994,"(+/- 509 )",1386,"(+/- 484 )",904,"(+/- 486 )"
Housing,Value,"Median (dollars)",171100,"(+/- 3548 )",141700,"(+/- 3453 )",144800,"(+/- 2809 )",155100,"(+/- 2961 )",219100,"(+/- 5500 )",142400,"(+/- 3463 )",136500,"(+/- 3858 )",128800,"(+/- 4646 )",167500,"(+/- 3315 )"
Housing,"Mortgage Status","Owner-occupied units",196702,"(+/- 4282 )",194564,"(+/- 3394 )",213949,"(+/- 3884 )",203391,"(+/- 4460 )",223846,"(+/- 4438 )",201886,"(+/- 4290 )",152025,"(+/- 4787 )",203647,"(+/- 4231 )",210473,"(+/- 4669 )"
Housing,"Mortgage Status","Housing units with a mortgage",129915,"(+/- 4655 )",123173,"(+/- 3071 )",137847,"(+/- 3907 )",137147,"(+/- 4507 )",159730,"(+/- 4845 )",125017,"(+/- 4182 )",104092,"(+/- 4599 )",120711,"(+/- 4336 )",136939,"(+/- 4396 )"
Housing,"Mortgage Status","Housing units without a mortgage",66787,"(+/- 3420 )",71391,"(+/- 2896 )",76102,"(+/- 3094 )",66244,"(+/- 3306 )",64116,"(+/- 3457 )",76869,"(+/- 3224 )",47933,"(+/- 3432 )",82936,"(+/- 3718 )",73534,"(+/- 3054 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",129915,"(+/- 4655 )",123173,"(+/- 3071 )",137847,"(+/- 3907 )",137147,"(+/- 4507 )",159730,"(+/- 4845 )",125017,"(+/- 4182 )",104092,"(+/- 4599 )",120711,"(+/- 4336 )",136939,"(+/- 4396 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1325,"(+/- 470 )",4464,"(+/- 894 )",2826,"(+/- 604 )",4122,"(+/- 1015 )",2146,"(+/- 653 )",3878,"(+/- 1016 )",2006,"(+/- 657 )",4809,"(+/- 1018 )",3204,"(+/- 957 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",36569,"(+/- 3238 )",51617,"(+/- 2434 )",59283,"(+/- 2938 )",50239,"(+/- 3173 )",36389,"(+/- 2777 )",48902,"(+/- 3317 )",39927,"(+/- 3118 )",51337,"(+/- 3336 )",42645,"(+/- 2807 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",50057,"(+/- 3388 )",44094,"(+/- 2840 )",48405,"(+/- 3088 )",50525,"(+/- 3537 )",46562,"(+/- 3126 )",44114,"(+/- 2890 )",42286,"(+/- 3454 )",40800,"(+/- 2698 )",55392,"(+/- 3960 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",25103,"(+/- 2620 )",13967,"(+/- 1748 )",16478,"(+/- 1709 )",21880,"(+/- 2468 )",31112,"(+/- 3362 )",17906,"(+/- 1949 )",14764,"(+/- 2432 )",14446,"(+/- 1836 )",20698,"(+/- 2484 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",10067,"(+/- 1410 )",5578,"(+/- 1176 )",6237,"(+/- 1195 )",6475,"(+/- 1215 )",18470,"(+/- 2273 )",6276,"(+/- 1222 )",3313,"(+/- 803 )",6244,"(+/- 1281 )",8577,"(+/- 1414 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3454,"(+/- 726 )",1739,"(+/- 566 )",2272,"(+/- 654 )",1798,"(+/- 711 )",10879,"(+/- 1722 )",2364,"(+/- 821 )",1214,"(+/- 460 )",2104,"(+/- 728 )",3500,"(+/- 916 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3340,"(+/- 749 )",1714,"(+/- 559 )",2346,"(+/- 661 )",2108,"(+/- 643 )",14172,"(+/- 1966 )",1577,"(+/- 614 )",582,"(+/- 291 )",971,"(+/- 446 )",2923,"(+/- 811 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1255,"(+/- 35 )",1049,"(+/- 20 )",1058,"(+/- 18 )",1128,"(+/- 23 )",1441,"(+/- 31 )",1095,"(+/- 22 )",1097,"(+/- 23 )",1041,"(+/- 27 )",1193,"(+/- 23 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",66787,"(+/- 3420 )",71391,"(+/- 2896 )",76102,"(+/- 3094 )",66244,"(+/- 3306 )",64116,"(+/- 3457 )",76869,"(+/- 3224 )",47933,"(+/- 3432 )",82936,"(+/- 3718 )",73534,"(+/- 3054 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",5107,"(+/- 1050 )",11303,"(+/- 1415 )",10836,"(+/- 1265 )",9454,"(+/- 1362 )",5652,"(+/- 1000 )",11819,"(+/- 1667 )",5120,"(+/- 1158 )",12529,"(+/- 1628 )",11372,"(+/- 1585 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",18100,"(+/- 1778 )",27281,"(+/- 1857 )",29475,"(+/- 2207 )",22666,"(+/- 1831 )",14157,"(+/- 1882 )",28015,"(+/- 2342 )",15729,"(+/- 2020 )",29150,"(+/- 2111 )",24566,"(+/- 2035 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",26520,"(+/- 2431 )",22148,"(+/- 1951 )",24927,"(+/- 2178 )",22703,"(+/- 2136 )",22024,"(+/- 2304 )",23478,"(+/- 1958 )",17792,"(+/- 2069 )",26684,"(+/- 2005 )",24768,"(+/- 2043 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",11191,"(+/- 1537 )",7070,"(+/- 1325 )",6924,"(+/- 1116 )",8336,"(+/- 1497 )",12691,"(+/- 2011 )",9806,"(+/- 1597 )",6414,"(+/- 1146 )",9402,"(+/- 1471 )",8391,"(+/- 1514 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3692,"(+/- 923 )",2198,"(+/- 708 )",2495,"(+/- 734 )",1852,"(+/- 612 )",3903,"(+/- 918 )",2448,"(+/- 835 )",1528,"(+/- 775 )",3035,"(+/- 794 )",2973,"(+/- 846 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2177,"(+/- 649 )",1391,"(+/- 519 )",1445,"(+/- 564 )",1233,"(+/- 530 )",5689,"(+/- 1327 )",1303,"(+/- 467 )",1350,"(+/- 567 )",2136,"(+/- 700 )",1464,"(+/- 571 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",466,"(+/- 11 )",386,"(+/- 8 )",388,"(+/- 10 )",407,"(+/- 13 )",504,"(+/- 17 )",393,"(+/- 9 )",428,"(+/- 12 )",399,"(+/- 9 )",406,"(+/- 12 )"
Housing,"Gross Rent","Occupied units paying rent",77117,"(+/- 3840 )",69725,"(+/- 3773 )",72277,"(+/- 3295 )",87408,"(+/- 3744 )",86158,"(+/- 4193 )",74251,"(+/- 3779 )",141231,"(+/- 5510 )",76961,"(+/- 3604 )",71755,"(+/- 3712 )"
Housing,"Gross Rent","Less than $500",7473,"(+/- 1438 )",10922,"(+/- 1605 )",9102,"(+/- 1261 )",8378,"(+/- 1667 )",5731,"(+/- 1219 )",11517,"(+/- 1712 )",10527,"(+/- 2102 )",13770,"(+/- 1965 )",9571,"(+/- 1546 )"
Housing,"Gross Rent","$500 to $999",43058,"(+/- 3102 )",40907,"(+/- 3177 )",48759,"(+/- 2760 )",50197,"(+/- 3604 )",36944,"(+/- 2971 )",50256,"(+/- 3236 )",85644,"(+/- 5461 )",50742,"(+/- 3666 )",39112,"(+/- 3186 )"
Housing,"Gross Rent","$1,000 to $1,499",22173,"(+/- 2489 )",15045,"(+/- 2086 )",12821,"(+/- 1952 )",23170,"(+/- 2729 )",31200,"(+/- 3289 )",9951,"(+/- 1744 )",35292,"(+/- 3497 )",9867,"(+/- 1618 )",19717,"(+/- 3064 )"
Housing,"Gross Rent","$1,500 to $1,999",3857,"(+/- 1188 )",1387,"(+/- 478 )",1209,"(+/- 490 )",4524,"(+/- 1404 )",7732,"(+/- 1540 )",1929,"(+/- 772 )",7964,"(+/- 1809 )",1738,"(+/- 616 )",2703,"(+/- 879 )"
Housing,"Gross Rent","$2,000 to $2,499",283,"(+/- 252 )",434,"(+/- 343 )",252,"(+/- 201 )",719,"(+/- 459 )",3339,"(+/- 1602 )",522,"(+/- 344 )",1140,"(+/- 505 )",84,"(+/- 151 )",400,"(+/- 240 )"
Housing,"Gross Rent","$2,500 to $2,999",239,"(+/- 264 )",44,"(+/- 76 )",85,"(+/- 139 )",106,"(+/- 97 )",430,"(+/- 433 )",76,"(+/- 135 )",147,"(+/- 185 )",80,"(+/- 129 )",72,"(+/- 139 )"
Housing,"Gross Rent","$3,000 or more",34,"(+/- 56 )",986,"(+/- 463 )",49,"(+/- 44 )",314,"(+/- 311 )",782,"(+/- 434 )",0,"(+/- 201 )",517,"(+/- 360 )",680,"(+/- 291 )",180,"(+/- 174 )"
Housing,"Gross Rent","Median (dollars)",881,"(+/- 19 )",812,"(+/- 22 )",747,"(+/- 15 )",854,"(+/- 20 )",1005,"(+/- 29 )",745,"(+/- 20 )",877,"(+/- 15 )",731,"(+/- 20 )",858,"(+/- 20 )"
